county,fips,crime,GDP,ur,poverty
"Las Animas County, CO",8071,0.03293161434977578,655444,5.2,17.1
"Lincoln County, CO",8073,0.01028844387286423,540764,3.7,14.8
"Logan County, CO",8075,0.033055107654367824,1412430,2.7,14
"Mesa County, CO",8077,0.033311279772307384,9147468,3.6,11.9
"Mineral County, CO",8079,0,90118,3.2,9.7
"Moffat County, CO",8081,0.019765850691804775,1337785,3.7,10.8
"Montezuma County, CO",8083,0.03413842826243691,1538101,4.4,14
"Montrose County, CO",8085,0.01958109654140632,2300518,3.8,10.7
"Morgan County, CO",8087,0.023154453827295016,1969012,3.5,12.5
"Otero County, CO",8089,0.03553327457029529,695807,4.5,20.1
"Ouray County, CO",8091,0.008425890463423975,334902,3.3,7.4
"Park County, CO",8093,6.469700237222342e-4,589636,3.5,8.1
"Phillips County, CO",8095,0.0033967391304347825,335992,2.5,12.1
"Pitkin County, CO",8097,0.02385379929464572,3559697,3,6.4
"Prowers County, CO",8099,0.005551590134031247,692620,3,20.1
"Pueblo County, CO",8101,0.05585612017368853,8576776,4.7,13.5
"Rio Blanco County, CO",8103,0.008633747349288094,797250,3.4,10.8
"Rio Grande County, CO",8105,0.021890636168691923,574154,4.1,17.8
"Routt County, CO",8107,0.020757451141659812,2895922,2.8,5.6
"Saguache County, CO",8109,0.018142136134224527,230815,3.9,20.6
"San Juan County, CO",8111,0.008674101610904586,56097,3.6,12.3
"San Miguel County, CO",8113,0.011540046709712872,1076319,3.4,7.9
"Sedgwick County, CO",8115,0,119220,3.4,14.7
"Summit County, CO",8117,0.02549342105263158,4000716,2.6,7.3
"Teller County, CO",8119,0.008537549407114625,1344511,3.3,8.3
"Washington County, CO",8121,0.013816438742422107,246304,2.8,14.2
"Weld County, CO",8123,0.022674950410590037,28181144,3.5,9.1
"Yuma County, CO",8125,0.005874012558233745,607465,2.2,12.7
"Kent County, DE",10001,0.03675632241321273,10509748,4.1,11.7
"New Castle County, DE",10003,0.0344736373578859,68242613,3.8,10.9
"Sussex County, DE",10005,0.030978262872898444,19316369,3.8,10.1
District of Columbia,11001,0.08207260387762677,176501668,4.8,15.2
"Alachua County, FL",12001,0.031042002528580317,19820853,3.3,18.5
"Baker County, FL",12003,0.01486319108208535,993981,2.9,12.5
"Bay County, FL",12005,0.02319940534407887,12731669,2.9,11.8
"Bradford County, FL",12007,0,902562,3.2,15.4
"Brevard County, FL",12009,0.008884558853893438,39591386,3.1,10.3
"Broward County, FL",12011,0.006517478015365153,162924303,2.9,12.7
"Calhoun County, FL",12013,0.0037425149700598802,446556,3.2,22.9
"Charlotte County, FL",12015,0.01199785396517916,8701074,3.7,9.1
"Citrus County, FL",12017,0,6430594,4.4,15.7
"Clay County, FL",12019,0.01880537640889639,8317901,2.9,7.9
"Collier County, FL",12021,0.014322303092748265,31526854,3,10.5
"Columbia County, FL",12023,0.018361313769629246,3395621,3.6,17
"DeSoto County, FL",12027,0.02129019705939576,1374316,3.5,18.8
"Dixie County, FL",12029,0.0014255573929406397,403097,3.7,23.7
"Duval County, FL",12031,0.04674374649990667,98042581,3.2,14.5
"Escambia County, FL",12033,0.002940943418077202,22677567,3.1,14
"Flagler County, FL",12035,0.015481020103458157,4968899,3.6,8.9
"Franklin County, FL",12037,0,473118,3.2,16.6
"Gadsden County, FL",12039,6.833090379008747e-5,1742669,4.1,21.5
"Gilchrist County, FL",12041,0,535745,3,13.5
"Glades County, FL",12043,0,426985,4.5,16.9
"Gulf County, FL",12045,9.418282548476454e-4,616705,2.8,14.9
"Hamilton County, FL",12047,0.021871390065460145,720504,4.5,21.9
"Hardee County, FL",12049,0.022364796288241263,1469706,3.6,20.5
"Hendry County, FL",12051,0.010067511548027952,1819050,3.6,22.1
"Hernando County, FL",12053,0.022029410107611697,6660824,3.5,12.1
"Highlands County, FL",12055,0,3583095,4.3,18.6
"Hillsborough County, FL",12057,0.009691326538900133,141424599,3,13.2
"Holmes County, FL",12059,0,537354,2.9,18.2
"Indian River County, FL",12061,0.008258714609683679,10207144,3.6,11.3
"Jackson County, FL",12063,0,1794556,3.4,20.6
"Jefferson County, FL",12065,0.017860622199129702,389336,2.8,23.5
"Lafayette County, FL",12067,0,269938,3.6,18.9
"Lake County, FL",12069,0.006863372749868193,15878160,3.1,10.7
"Lee County, FL",12071,0.01105386076564948,50645899,3.3,12.1
"Leon County, FL",12073,0.01648641607492368,21300883,3.1,17.6
"Levy County, FL",12075,0.015131017545320207,1467179,3.5,18.3
"Liberty County, FL",12077,0,496757,3.1,20.8
"Madison County, FL",12079,0.021496570785136657,662926,3.7,19.8
"Manatee County, FL",12081,0.00707470110888105,24057914,3.1,10.4
"Marion County, FL",12083,0.024890388355960587,15982712,3.7,15
"Martin County, FL",12085,0.020192589338019918,11887841,3.1,13.1
"Miami-Dade County, FL",12086,0.029016310608666555,239652386,1.9,14.1
"Monroe County, FL",12087,0.025617094436939703,7652529,2.1,10
"Nassau County, FL",12089,0.0044159236327079,4833872,2.9,9.5
"Okaloosa County, FL",12091,0.0063935823246226535,17783356,2.7,10.1
"Okeechobee County, FL",12093,0.031436685926941536,2681874,3.6,17
"Orange County, FL",12095,0.002964555709141794,149840652,2.9,12.4
"Osceola County, FL",12097,0.009580413377095715,18342260,3.1,10.9
"Palm Beach County, FL",12099,0.02228636023466488,131097206,3,10.8
"Pasco County, FL",12101,0.0013173842847688053,22139360,3.2,10.5
"Pinellas County, FL",12103,0.03163475931289634,73043560,2.8,11.3
"Polk County, FL",12105,0.017588987105514976,41081699,3.7,13
"Putnam County, FL",12107,0.01871559633027523,3269121,3.9,21.1
"St. Johns County, FL",12109,0.003282512653606742,16906187,2.8,6.1
"St. Lucie County, FL",12111,0.020334572789257693,15265226,3.5,10.4
"Santa Rosa County, FL",12113,0.013429553873171884,7299464,2.9,8.1
"Sarasota County, FL",12115,0.012692427593782937,32549683,3.1,9.5
"Seminole County, FL",12117,0.022857426800332925,32977048,2.8,9.2
"Sumter County, FL",12119,0.00836835975084823,7137460,5.2,9.7
"Suwannee County, FL",12121,0,1948898,3.5,17.3
"Taylor County, FL",12123,0.03247676844301157,939795,4.4,19.7
"Union County, FL",12125,0,500696,3.7,19.4
"Volusia County, FL",12127,4.875959822091066e-5,27570630,3.4,11.9
"Wakulla County, FL",12129,0.005614575879341664,1096859,2.5,10.4
"Walton County, FL",12131,0.014228889646550745,6011364,2.6,10.9
"Washington County, FL",12133,0.0016006097560975609,888009,3.5,16.8
"Appling County, GA",13001,0.0151442179054958,2331863,3.9,21.1
"Atkinson County, GA",13003,0.010816125860373648,343728,3.6,22.4
"Bacon County, GA",13005,0.013771657041314972,492480,3.2,22.9
"Baker County, GA",13007,0,78205,4.5,26.2
"Baldwin County, GA",13009,0.05041246562786435,1845664,3.8,21.4
"Banks County, GA",13011,0.009021268017336962,611335,2.7,12.2
"Barrow County, GA",13013,0.02286886154528323,3597027,2.7,11.2
"Bartow County, GA",13015,0.021011842563566703,7509899,3.1,9.7
"Ben Hill County, GA",13017,0.06327332434175804,788585,3.5,24.4
"Berrien County, GA",13019,0.02740400393829997,552952,3.3,18.8
"Bibb County, GA",13021,0.02696277118972627,10534079,4.2,22.1
"Bleckley County, GA",13023,0.027080418141410816,325543,3.6,18.2
"Brantley County, GA",13025,0.006725721784776903,386352,3.1,17.8
"Brooks County, GA",13027,0.015835411471321694,645864,3.6,22.8
"Bryan County, GA",13029,0.012259509619615215,1831913,2.8,8.2
"Bulloch County, GA",13031,0.02764380661098694,3460801,3.5,23.7
"Burke County, GA",13033,0.020590868397493287,3591057,5.1,21.2
"Butts County, GA",13035,0.009553017484489565,1011747,3.1,15.5
"Calhoun County, GA",13037,0.012735519888346127,150799,3.3,35.5
"Camden County, GA",13039,0.01734377108921582,2538070,3.1,11.6
"Candler County, GA",13043,0.022434150772025433,381614,3.3,21.5
"Carroll County, GA",13045,0.018803570242076587,7943911,3.2,14.3
"Catoosa County, GA",13047,0.01677443404206512,2324838,2.7,10.7
"Charlton County, GA",13049,0.0030928632181241784,272153,3.4,26.2
"Chatham County, GA",13051,0.005384317559896842,27506006,3,15.2
"Chattahoochee County, GA",13053,0,1977867,6.8,16.3
"Chattooga County, GA",13055,0.015537534089278025,685516,4.1,20.7
"Cherokee County, GA",13057,0.011963883399722446,12183705,2.7,6.6
"Clarke County, GA",13059,0.04552891525734732,10262529,3.2,24.1
"Clay County, GA",13061,0.011703511053315995,112591,6.5,26.4
"Clayton County, GA",13063,0.007632375108996106,25524341,4.1,17.3
"Clinch County, GA",13065,0.015653220951234198,302005,3.5,23.3
"Cobb County, GA",13067,0.026644203410962946,78107587,3.1,8.8
"Coffee County, GA",13069,0.01606796564779758,2121857,3.7,22.5
"Colquitt County, GA",13071,0.024590877437325905,2015464,3,23.4
"Columbia County, GA",13073,0.011588304206572543,5930154,3.2,6.8
"Cook County, GA",13075,0.011305658627087198,539568,3.5,19.9
"Coweta County, GA",13077,0.023102056012375874,7313763,3,9.9
"Crawford County, GA",13079,0.014446359681523434,198477,3.3,15.8
"Crisp County, GA",13081,0.05635982428115016,1307802,3.6,26
"Dade County, GA",13083,0,592116,2.9,14.1
"Dawson County, GA",13085,0.011993799124262286,1351483,2.6,8
"Decatur County, GA",13087,0.0432111477210324,1398998,3.6,22.3
"DeKalb County, GA",13089,0.06663761298999903,56472682,3.5,13.3
"Dodge County, GA",13091,0.020849816167915484,529159,3.5,23.5
"Dooly County, GA",13093,0,433341,3.6,22.5
"Dougherty County, GA",13095,0.04497325486469033,6001149,4.5,26.4
